Study Sites,Month,Year,Date,Species,Method,Room#/Poste ,# sleeper,Position,NightFrames,NightFrames_2,mosquito ID,Parity,fed/unfed,ELISA,Species
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,27,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,28,P,Unfed,Negatif,M
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,29,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,30,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,31,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,32,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,33,P,Unfed,Negatif,G
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,34,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,35,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,36,P,Unfed,Negatif,M
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,37,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,38,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,39,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,40,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,41,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,42,P,Unfed,Negatif,G
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,43,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,44,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,45,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,46,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,47,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,48,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,49,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,50,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,51,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,52,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,53,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,54,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,55,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,56,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,57,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,58,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,59,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,60,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,61,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,62,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,63,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,64,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,65,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,66,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,67,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,02h-04h,,68,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,69,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,70,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,71,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,72,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,73,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,74,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,75,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,76,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,77,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,78,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,79,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,80,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,81,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,82,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,04H-06h,,83,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,20h-22h,,84,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,20h-22h,,85,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,20h-22h,,86,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,20h-22h,,87,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,88,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,89,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,90,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,91,P,Unfed,Positif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,92,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,93,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,94,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,95,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,96,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,97,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,98,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,99,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,100,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,101,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,102,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,103,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,104,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,105,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,106,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,107,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,22h-00h,,108,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,109,P,Unfed,Positif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,110,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,111,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,112,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,113,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,114,P,Unfed,Positif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,115,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,116,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,117,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,118,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,119,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,120,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,121,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,122,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,123,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,124,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,125,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,126,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,127,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,128,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,129,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,130,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,131,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,132,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,133,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,134,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,135,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,136,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,137,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,00h-02h,,138,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,139,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,140,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,141,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,142,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,143,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,144,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,145,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,146,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,147,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,148,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,149,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,150,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,151,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,152,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,153,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,154,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,155,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,156,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,157,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,158,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,159,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,160,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,161,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,162,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,163,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,164,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,165,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,166,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,167,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,168,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,169,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,170,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,171,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,172,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,173,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,02h-04h,,174,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,175,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,176,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,177,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,178,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,179,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,180,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,181,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,182,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,183,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,184,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,185,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,186,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,187,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,188,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,189,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,190,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,191,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,192,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,193,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,194,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,195,P,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,196,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,197,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,198,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,199,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,200,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Outside,04H-06h,,201,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,18h-20h,,202,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,18h-20h,,203,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,18h-20h,,204,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,18h-20h,,205,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,206,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,207,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,208,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,209,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,210,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,211,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,212,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,213,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,214,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,215,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,216,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,20h-22h,,217,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,218,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,219,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,220,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,221,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,222,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,223,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,224,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,225,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,226,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,227,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,228,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,229,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,230,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,231,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,232,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,233,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,22h-00h,,234,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,235,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,236,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,237,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,238,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,239,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,240,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,241,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,242,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,243,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,244,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,245,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,246,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,247,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,248,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,249,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,250,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,251,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,252,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,253,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,254,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,255,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,256,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,00h-02h,,257,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,258,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,259,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,260,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,261,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,262,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,263,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,264,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,265,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,266,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,267,NR,Unfed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,2,,Inside,02h-04h,,268,NR,Unfed,ND,ND
